"Travel agency Indianapolis",29,"latinos multiservices","(317) 352-7100","=HYPERLINK("""", """")","United States",1,Indianapolis,Travel/leisure,"[{""id"":""162914327091136"",""name"":""Travel Agency""}]",10,,177947382287946,http://www.facebook.com/177947382287946,"=HYPERLINK(""http://www.facebook.com/177947382287946/?sk=info"", ""177947382287946"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=177947382287946"", ""Create"")",-1,
"Travel agency Indianapolis",30,"Ays Tours & Travel","(317) 322-8687","=HYPERLINK("""", """")","United States",1,Indianapolis,"Local business","[{""id"":""162914327091136"",""name"":""Travel Agency""}]",4,,117405121653327,http://www.facebook.com/117405121653327,"=HYPERLINK(""http://www.facebook.com/117405121653327/?sk=info"", ""117405121653327"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=117405121653327"", ""Create"")",1,
"Travel agency Indianapolis",31,"Segway of Indiana LLC","(317) 253-1910","=HYPERLINK("""", """")","United States",1,Indianapolis,"Local business","[{""id"":""162914327091136"",""name"":""Travel Agency""}]",4,,164133146945696,http://www.facebook.com/164133146945696,"=HYPERLINK(""http://www.facebook.com/164133146945696/?sk=info"", ""164133146945696"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=164133146945696"", ""Create"")",1,
"Travel agency Indianapolis",32,"Global Arts & Entertainment","(317) 787-2787","=HYPERLINK("""", """")","United States",1,Indianapolis,"Local business","[{""id"":""162914327091136"",""name"":""Travel Agency""},{""id"":""133436743388217"",""name"":""Arts & Entertainment""}]",1,,153099541393650,http://www.facebook.com/153099541393650,"=HYPERLINK(""http://www.facebook.com/153099541393650/?sk=info"", ""153099541393650"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=153099541393650"", ""Create"")",1,
"Travel agency Indianapolis",33,"Kalimba Travel Services","(317) 200-6023 or (954) 268-8829","=HYPERLINK(""http://kalimbatravelservices.com"", ""http://kalimbatravelservices.com"")","United States",1,Indianapolis,Tours/sightseeing,"[{""id"":""162914327091136"",""name"":""Travel Agency""}]",2,,180082872173156,http://www.facebook.com/180082872173156,"=HYPERLINK(""http://www.facebook.com/180082872173156/?sk=info"", ""180082872173156"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=180082872173156"", ""Create"")",-1,
"Travel agency Indianapolis",34,"AAA Travel Agency","(317) 875-5106","=HYPERLINK("""", """")","United States",1,Indianapolis,"Local business","[{""id"":""128232937246338"",""name"":""Travel & Transportation""},{""id"":""176831012360626"",""name"":""Professional Services""}]",,,155007757873556,http://www.facebook.com/155007757873556,"=HYPERLINK(""http://www.facebook.com/155007757873556/?sk=info"", ""155007757873556"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=155007757873556"", ""Create"")",1,
"Travel agency Indianapolis",35,"Maria's Travel Agency","(317) 955-4944","=HYPERLINK("""", """")","United States",1,Indianapolis,"Local business","[{""id"":""128232937246338"",""name"":""Travel & Transportation""},{""id"":""176831012360626"",""name"":""Professional Services""}]",2,,152017584839723,http://www.facebook.com/152017584839723,"=HYPERLINK(""http://www.facebook.com/152017584839723/?sk=info"", ""152017584839723"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=152017584839723"", ""Create"")",1,
"Acupuncture Indianapolis",0,"Dr. Charbel Harb","(317) 449-2020","=HYPERLINK(""www.ihsindy.com"", ""www.ihsindy.com"")","United States",1,Indianapolis,Health/medical/pharmacy,"[{""id"":""192781160749720"",""name"":""Chiropractor""},{""id"":""121549447920861"",""name"":""Acupuncture""}]",923,33,117678784953320,http://www.facebook.com/117678784953320,"=HYPERLINK(""http://www.facebook.com/117678784953320/?sk=info"", ""117678784953320"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=117678784953320"", ""Create"")",-1,
"Acupuncture Indianapolis",1,"Indy Downtown Community Acupuncture","(317) 423-9999","=HYPERLINK(""http://www.indyacu.com/idca"", ""http://www.indyacu.com/idca"")","United States",1,Indianapolis,Health/medical/pharmacy,"[{""id"":""121549447920861"",""name"":""Acupuncture""}]",418,1,159530550802087,http://www.facebook.com/159530550802087,"=HYPERLINK(""http://www.facebook.com/159530550802087/?sk=info"", ""159530550802087"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=159530550802087"", ""Create"")",-1,
"Acupuncture Indianapolis",2,"Indy Acupuncture & Health Services, Inc.","(317) 255-3030","=HYPERLINK(""www.indyacu.com"", ""www.indyacu.com"")","United States",1,Indianapolis,Health/medical/pharmacy,"[{""id"":""121549447920861"",""name"":""Acupuncture""}]",556,1,113406405367409,http://www.facebook.com/113406405367409,"=HYPERLINK(""http://www.facebook.com/113406405367409/?sk=info"", ""113406405367409"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=113406405367409"", ""Create"")",-1,
"Acupuncture Indianapolis",3,"Tim Moriarity Acupuncture","(317) 774-6500","=HYPERLINK("""", """")","United States",1,Indianapolis,Health/medical/pharmacy,"[{""id"":""121549447920861"",""name"":""Acupuncture""},{""id"":""357645644269220"",""name"":""Alternative & Holistic Health""}]",123,,1415331135410239,http://www.facebook.com/1415331135410239,"=HYPERLINK(""http://www.facebook.com/1415331135410239/?sk=info"", ""1415331135410239"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=1415331135410239"", ""Create"")",-1,
"Acupuncture Indianapolis",4,"The Bax Doctor","West Office:  (317) 291-PAIN (7246)   South Office: (317) 882-PAIN (7246)","=HYPERLINK(""www.thebaxdoctor.com"", ""www.thebaxdoctor.com"")","United States",1,Indianapolis,Doctor,"[{""id"":""192781160749720"",""name"":""Chiropractor""},{""id"":""121549447920861"",""name"":""Acupuncture""},{""id"":""109578329118821"",""name"":""Massage""}]",520,1,133531587583,http://www.facebook.com/133531587583,"=HYPERLINK(""http://www.facebook.com/133531587583/?sk=info"", ""133531587583"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=133531587583"", ""Create"")",-1,
"Acupuncture Indianapolis",5,"Acupuncture Wellness of Indy, Inc.","(317) 240-8009","=HYPERLINK(""www.acupuncturewellnessofindy.com"", ""www.acupuncturewellnessofindy.com"")","United States",1,Indianapolis,Health/medical/pharmacy,"[{""id"":""121549447920861"",""name"":""Acupuncture""}]",146,,55085172454,http://www.facebook.com/55085172454,"=HYPERLINK(""http://www.facebook.com/55085172454/?sk=info"", ""55085172454"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=55085172454"", ""Create"")",-1,
"Acupuncture Indianapolis",6,"The Well-Being Center","(317) 755-2297","=HYPERLINK(""http://well-beingcenter.com/"", ""http://well-beingcenter.com/"")","United States",1,Indianapolis,Hospital/clinic,"[{""id"":""192781160749720"",""name"":""Chiropractor""},{""id"":""121549447920861"",""name"":""Acupuncture""}]",587,3,315027151918518,http://www.facebook.com/315027151918518,"=HYPERLINK(""http://www.facebook.com/315027151918518/?sk=info"", ""315027151918518"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=315027151918518"", ""Create"")",-1,
"Acupuncture Indianapolis",7,"Chiropractic Rehabiliation & Acupuncture","(317) 876-7826","=HYPERLINK(""www.chirorehab.net "", ""www.chirorehab.net "")","United States",1,Indianapolis,Hospital/clinic,"[{""id"":""192781160749720"",""name"":""Chiropractor""}]",98,3,160524237336257,http://www.facebook.com/160524237336257,"=HYPERLINK(""http://www.facebook.com/160524237336257/?sk=info"", ""160524237336257"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=160524237336257"", ""Create"")",-1,
"Acupuncture Indianapolis",8,"Sarah J Prater, LAc Integrative Fertility and Reproductive Acupuncture","(317) 255-3030","=HYPERLINK(""http://indyacu.com"", ""http://indyacu.com"")","United States",1,Indianapolis,Health/medical/pharmacy,"[{""id"":""121549447920861"",""name"":""Acupuncture""},{""id"":""357645644269220"",""name"":""Alternative & Holistic Health""}]",60,4,736951309668908,http://www.facebook.com/736951309668908,"=HYPERLINK(""http://www.facebook.com/736951309668908/?sk=info"", ""736951309668908"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=736951309668908"", ""Create"")",-1,
"Acupuncture Indianapolis",9,"Acupuncture & Associates","(317) 541-0500","=HYPERLINK("""", """")","United States",1,Indianapolis,"Local business","[{""id"":""192781160749720"",""name"":""Chiropractor""},{""id"":""181044611932826"",""name"":""Allergist""}]",,,146500328728399,http://www.facebook.com/146500328728399,"=HYPERLINK(""http://www.facebook.com/146500328728399/?sk=info"", ""146500328728399"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=146500328728399"", ""Create"")",1,
"Acupuncture Indianapolis",10,"Acupuncture Chinese & Spine Care Yang Health Center","(317) 816-4006","=HYPERLINK("""", """")","United States",1,Indianapolis,"Local business","[{""id"":""192781160749720"",""name"":""Chiropractor""},{""id"":""181044611932826"",""name"":""Allergist""},{""id"":""174483852595760"",""name"":""Chinese Restaurant""}]",19,,142468709132773,http://www.facebook.com/142468709132773,"=HYPERLINK(""http://www.facebook.com/142468709132773/?sk=info"", ""142468709132773"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=142468709132773"", ""Create"")",1,
"Acupuncture Indianapolis",11,"Acupuncture Vitality","(317) 445-7137","=HYPERLINK(""acupuncture-vitality.com"", ""acupuncture-vitality.com"")","United States",1,Indianapolis,"Local business","[{""id"":""2500"",""name"":""Local Business""}]",1,,163246543719317,http://www.facebook.com/163246543719317,"=HYPERLINK(""http://www.facebook.com/163246543719317/?sk=info"", ""163246543719317"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=163246543719317"", ""Create"")",-1,
"Acupuncture Indianapolis",12,"Essence of China Acupuncture and Herb Clinic","(317) 585-0758","=HYPERLINK(""http://www.essenceofchina.com/"", ""http://www.essenceofchina.com/"")","United States",1,Indianapolis,"Local business","[{""id"":""145118935550090"",""name"":""Medical & Health""},{""id"":""273819889375819"",""name"":""Restaurant""}]",17,,140773485943668,http://www.facebook.com/140773485943668,"=HYPERLINK(""http://www.facebook.com/140773485943668/?sk=info"", ""140773485943668"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=140773485943668"", ""Create"")",-1,
"Acupuncture Indianapolis",13,"Mangas Chiropractic & Acupuncture","(317) 247-1717","=HYPERLINK(""mangaschiropractic.com"", ""mangaschiropractic.com"")","United States",1,Indianapolis,"Local business","[{""id"":""121549447920861"",""name"":""Acupuncture""},{""id"":""192781160749720"",""name"":""Chiropractor""},{""id"":""357645644269220"",""name"":""Alternative & Holistic Health""}]",168,16,164442040236109,http://www.facebook.com/164442040236109,"=HYPERLINK(""http://www.facebook.com/164442040236109/?sk=info"", ""164442040236109"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=164442040236109"", ""Create"")",-1,
"Acupuncture Indianapolis",14,"Acupuncture Of Indiana","(317) 240-8009","=HYPERLINK("""", """")","United States",1,Indianapolis,"Local business","[{""id"":""2500"",""name"":""Local Business""}]",1,,153170938095720,http://www.facebook.com/153170938095720,"=HYPERLINK(""http://www.facebook.com/153170938095720/?sk=info"", ""153170938095720"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=153170938095720"", ""Create"")",1,
"Acupuncture Indianapolis",15,"Inner Balance Acupuncture + Massage","(317) 732-8799","=HYPERLINK(""innerbalanceindy.com"", ""innerbalanceindy.com"")","United States",1,Indianapolis,"Spas/beauty/personal care","[{""id"":""139225689474222"",""name"":""Spa, Beauty & Personal Care""}]",183,1,497071497019329,http://www.facebook.com/497071497019329,"=HYPERLINK(""http://www.facebook.com/497071497019329/?sk=info"", ""497071497019329"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=497071497019329"", ""Create"")",-1,
"Acupuncture Indianapolis",16,"Akesa Medical Acupuncture","(317) 341-4494","=HYPERLINK(""www.akesamedicalacupuncture.com"", ""www.akesamedicalacupuncture.com"")","United States",1,Indianapolis,Health/medical/pharmacy,"[{""id"":""145118935550090"",""name"":""Medical & Health""}]",42,,163090140486901,http://www.facebook.com/163090140486901,"=HYPERLINK(""http://www.facebook.com/163090140486901/?sk=info"", ""163090140486901"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=163090140486901"", ""Create"")",-1,
"Aromatherapy Indianapolis",0,"Foot Fitness =  FOOT SPA","(317) 881-7047","=HYPERLINK(""http://footspa.com.co"", ""http://footspa.com.co"")","United States",1,Indianapolis,"Local business","[{""id"":""211987392145473"",""name"":""Health Spa""},{""id"":""109578329118821"",""name"":""Massage""},{""id"":""259030350843802"",""name"":""Aromatherapy""}]",134,,527483643934050,http://www.facebook.com/527483643934050,"=HYPERLINK(""http://www.facebook.com/527483643934050/?sk=info"", ""527483643934050"")","=HYPERLINK(""http://wp.otonomic.com/migration/index?page_id=527483643934050"", ""Create"")",-1,
